STATSSA_Area_Code,Description,Main_Code
2011-290224002,Makhwalweni SP2,2011-290224
2011-290224003,Makhwalweni SP4,2011-290224
2011-290224004,Makhwalweni SP5,2011-290224
2011-591018001,Makhwanini SP,2011-591018
2011-297368001,Makhwantini SP,2011-297368
2011-974102001,Makhwareng SP,2011-974102
2011-588055001,Makhwela SP,2011-588055
2011-571048001,Makhwelela A SP,2011-571048
2011-571058001,Makhwelela B SP,2011-571058
2011-292132001,Makhwethubeni SP,2011-292132
2011-270028001,Makinana SP,2011-270028
2011-982023001,Makobe SP,2011-982023
2011-270013001,Makobokeni SP,2011-270013
2011-976031001,Makoeng SP,2011-976031
2011-287037001,Makojong SP,2011-287037
2011-874023001,Makoko SP,2011-874023
2011-974032002,Makokonong,2011-974032
2011-675011001,Makokskraal SP,2011-675011
2011-986078001,Makola SP,2011-986078
2011-662056001,Makolokwe SP,2011-662056
2011-296114001,Makolonini SP,2011-296114
2011-295052001,Makomereng SP,2011-295052
2011-872029001,Makometsane SP,2011-872029
2011-966034008,Makonde SP,2011-966034
2011-987124001,Makopi SP,2011-987124
2011-987065001,Makopung SP,2011-987065
2011-664073001,Makoshong SP,2011-664073
2011-968103004,Makotas,2011-968103
2011-974054001,Makotopong SP,2011-974054
2011-976043001,Makotse SP,2011-976043
2011-292047001,Makotyana SP,2011-292047
2011-667071001,Makouspan SP,2011-667071
2011-966195001,Makovha SP,2011-966195
2011-286094001,Makratlanyeni SP,2011-286094
2011-986081001,Makua SP,2011-986081
2011-286051001,Makuatlana SP,2011-286051
2011-987034001,Makubu SP,2011-987034
2011-974122001,Makubung SP,2011-974122
2011-962088001,Makudibung SP,2011-962088
2011-797031014,Makula,2011-797031
2011-966083001,Makuleke SP,2011-966083
2011-965125003,Makuleni,2011-965125
2011-966066001,Makuleni,2011-966066
2011-797005012,Makulong,2011-797005
2011-966167001,Makumbane SP,2011-966167
2011-966174001,Makumeke SP,2011-966174
2011-287070001,Makumsha SP,2011-287070
2011-968056001,Makungwi SP,2011-968056
2011-976049001,Makurung SP,2011-976049
2011-968009001,Makushu SP,2011-968009
2011-287049001,Makuyaze SP,2011-287049
2011-985022001,Makwage SP,2011-985022
2011-472036001,Makwane SP,2011-472036
2011-966068001,Makwarani SP,2011-966068
2011-966131005,Makwarela,2011-966131
2011-963015003,Makwareng,2011-963015
2011-678009001,Makwassie SP1,2011-678009
2011-270323001,Makwayini SP,2011-270323
2011-282323001,Makwayini SP,2011-282323
2011-664059001,Makweleng SP,2011-664059
2011-470010003,Makweteng,2011-470010
2011-973030004,Makwetja,2011-973030
2011-470008002,Makwetu,2011-470008
2011-961007001,Makwidibung SP,2011-961007
2011-965095001,Makwilidza SP,2011-965095
2011-877092004,Mala Mala Game Reserve A,2011-877092
2011-877092002,Mala Mala Game Reserve B,2011-877092
2011-599054062,Malaba Hills,2011-599054
2011-299007027,Malabar,2011-299007
2011-299007025,Malabar Ext 6,2011-299007
2011-293018001,Maladini SP1,2011-293018
2011-293018002,Maladini SP2,2011-293018
2011-986086001,Malaeneng,2011-986086
2011-985115001,Malaeneng SP,2011-985115
2011-986029001,Malaeneng SP,2011-986029
2011-987042001,Malaeneng SP,2011-987042
2011-984071001,Malaeneng SP,2011-984071
2011-860012001,Malahleka SP,2011-860012
2011-985151001,Malaka SP,2011-985151
2011-575125001,Malakatha SP,2011-575125
2011-876009001,Malalane SP,2011-876009
2011-967005001,Malale SP,2011-967005
2011-966115001,Malamangwa SP,2011-966115
2011-966204001,Malamhala  SP,2011-966204
2011-877113002,Malamule SP,2011-877113
2011-966184002,Malamulele SP,2011-966184
2011-290252002,Malangeni A SP1,2011-290252
2011-290252001,Malangeni A SP2,2011-290252
2011-290093001,Malangeni B SP,2011-290093
2011-582022001,Malangeni SP,2011-582022
2011-798016032,Malanshof,2011-798016
2011-976083001,Malatane SP,2011-976083
2011-961086001,Malatji,2011-961086
2011-798001001,Malatjie SP,2011-798001
2011-966087003,Malavuwe SP,2011-966087
2011-983035001,Malebitsa SP,2011-983035
2011-969041006,Malebogo,2011-969041
2011-465001001,Malebogo SP,2011-465001
2011-571066001,Malefetheni SP,2011-571066
2011-976063001,Malekapane SP,2011-976063
2011-874026001,Malekutu SP,2011-874026
2011-976021001,Malemang SP,2011-976021
2011-961095001,Malematsa SP,2011-961095
2011-592031001,Malende SP,2011-592031
2011-598054001,Malenge A,2011-598054
2011-984058001,Maleoskop Nature Reserve,2011-984058
2011-293204001,Malepelepe SP,2011-293204
2011-986022001,Malepeng SP,2011-986022
2011-288003001,Maletswai NU,2011-288003
2011-170006001,Malgas SP,2011-170006
2011-163011001,Malgaseiland SP,2011-163011
2011-199035025,Malibu Village,2011-199035
2011-294286001,Malindini SP,2011-294286
2011-290289001,Malizole SP,2011-290289
2011-161001002,Malkopbaai,2011-161001
2011-164016003,Malmesbury SP,2011-164016
2011-582083001,Malobeni SP,2011-582083
2011-583085001,Malobeni SP,2011-583085
2011-986033002,Malogeng SP,2011-986033
2011-987011001,Malokela SP,2011-987011
2011-982069003,Malokong SP,2011-982069
2011-290122001,Malola SP,2011-290122
2011-986020001,Malomanye SP,2011-986020
2011-576056001,Malomeni SP,2011-576056
2011-580026001,Malomeni SP,2011-580026
2011-968091010,Malonga,2011-968091
2011-291140001,Malongana SP,2011-291140
2011-297280001,Malongwana SP,2011-297280
2011-270363001,Malongwe SP,2011-270363
2011-296143001,Malongwe SP,2011-296143
2011-293225001,Malongwe SP,2011-293225
2011-271098001,Malongweni SP,2011-271098
2011-985016001,Malope SP,2011-985016
2011-869004011,Malope Village,2011-869004
2011-295275001,Maloseni SP,2011-295275
2011-284333001,Maloseni SP,2011-284333
2011-295111001,Maloto SP,2011-295111
2011-571007001,Malottas Kraal SP,2011-571007
2011-546011001,Malovana SP,2011-546011
2011-281020001,Malsoleni SP,2011-281020
2011-295122001,Malubalube SP,2011-295122
2011-599175001,Malukazi SP,2011-599175
2011-542039001,Malunga SP,2011-542039
2011-292228001,Malungeni SP,2011-292228
2011-588045001,Malungwini SP,2011-588045
2011-472002001,Maluti A Phofung NU,2011-472002
2011-295117001,Maluti SP,2011-295117
2011-599160009,Malvern,2011-599160
2011-798015116,Malvern,2011-798015
2011-471002001,Mamafubedu SP,2011-471002
2011-961012005,Mamaila SP,2011-961012
2011-961105001,Mamakata A,2011-961105
2011-983002002,Mamaneng SH,2011-983002
2011-293040001,Mamani SP,2011-293040
2011-976041001,Mamaolo SP,2011-976041
2011-672017001,Mamashokwane SP,2011-672017
2011-260052001,Mamata SP,2011-260052
2011-976077001,Mamatonya SP,2011-976077
2011-985045001,Mamatsikili SP,2011-985045
2011-661002007,Mamba Chrome SP,2011-661002
2011-968089002,Mambedi,2011-968089
2011-576052001,Mambeni SP,2011-576052
2011-292094001,Mambethu SP,2011-292094
2011-504013001,Mambotho SP,2011-504013
2011-297196001,Mamcakweni SP,2011-297196
2011-581039001,Mame SP,2011-581039
2011-970022001,Mamehlabe SP,2011-970022
2011-271053001,Mamela SP,2011-271053
2011-761010001,Mamello SP,2011-761010
2011-799046017,Mamelodi AA4,2011-799046
2011-799046016,Mamelodi BA1,2011-799046
2011-799046015,Mamelodi CA3,2011-799046
2011-799046014,Mamelodi DB1,2011-799046
2011-799046013,Mamelodi EB2,2011-799046
2011-799046003,Mamelodi Ext 10,2011-799046
2011-799046031,Mamelodi Ext 11,2011-799046
2011-799046052,Mamelodi Ext 12,2011-799046
2011-799046054,Mamelodi Ext 14,2011-799046
2011-799046002,Mamelodi Ext 17,2011-799046
2011-799046053,Mamelodi Ext 18,2011-799046
2011-799046037,Mamelodi Ext 2,2011-799046
2011-799046033,Mamelodi Ext 20,2011-799046
2011-799046030,Mamelodi Ext 22,2011-799046
2011-799046035,Mamelodi Ext 3,2011-799046
2011-799046036,Mamelodi Ext 4,2011-799046
2011-799046024,Mamelodi Ext 5,2011-799046
2011-799046029,Mamelodi Ext 6,2011-799046
2011-799046025,Mamelodi Ext 7,2011-799046
2011-799046032,Mamelodi Ext 8,2011-799046
2011-799046012,Mamelodi FB3,2011-799046
2011-799046038,Mamelodi Fifteens,2011-799046
2011-799046023,Mamelodi Fourteens,2011-799046
2011-799046010,Mamelodi JB3,2011-799046
2011-799046046,Mamelodi K18,2011-799046
2011-799046011,Mamelodi KC4,2011-799046
2011-799046009,Mamelodi LC5,2011-799046
2011-799046020,Mamelodi MD1,2011-799046
2011-799046021,Mamelodi ND6,2011-799046
2011-799046042,Mamelodi OD2,2011-799046
2011-799046044,Mamelodi PD3,2011-799046
2011-799046043,Mamelodi QD4,2011-799046
2011-799046019,Mamelodi RD5,2011-799046
2011-799046007,Mamelodi S&S,2011-799046
2011-799046018,Mamelodi SA5,2011-799046
2011-799046050,Mamelodi Seventeens,2011-799046
2011-799046049,Mamelodi Sixteens,2011-799046
2011-969082001,Mamelodi SP,2011-969082
2011-799046034,Mamelodi SP,2011-799046
2011-877016001,Mamelodi SP,2011-877016
2011-799046051,Mamelodi Sun Valley,2011-799046
2011-598191001,Mameni SP,2011-598191
2011-662014001,Mamerotse SP,2011-662014
2011-985021001,Mametja,2011-985021
2011-582067001,Mamfene SP,2011-582067
2011-284122001,Mamfeneni SP,2011-284122
2011-282219001,Mamfeneni SP,2011-282219
2011-281016001,Mamfeneni SP,2011-281016
2011-271319001,Mamfenesi SP,2011-271319
2011-282044001,Mamfengwini SP,2011-282044
2011-284155001,Mamfengwini SP,2011-284155
2011-292078001,Mamfengwini SP,2011-292078
2011-270072001,Mamfengwini SP,2011-270072
2011-283040001,Mamfengwini SP,2011-283040
2011-964027001,Mamietja SP,2011-964027
2011-662046001,Mamitloana SP,2011-662046
2011-672066001,Mammutla SP,2011-672066
2011-987007001,Mamogolo SP,2011-987007
2011-961035001,Mamokgadi SP,2011-961035
2011-292316001,Mamolweni SP,2011-292316
2011-361018001,Mamoratwe SP,2011-361018
2011-974039003,Mamoriswane,2011-974039
2011-974082001,Mamotintane SP,2011-974082
2011-985134001,Mampane SP,2011-985134
2011-987087001,Mamphahlane SP,2011-987087
2011-961110001,Mamphakathi SP,2011-961110
2011-962024001,Mamphakhathi,2011-962024
2011-983039001,Mamphokgo SP,2011-983039
2011-294239001,Mampingeni A SP,2011-294239
2011-294414001,Mampingeni B SP,2011-294414
2011-293224001,Mampingeni SP,2011-293224
2011-297257001,Mampingeni SP,2011-297257
2011-294079001,Mampingeni SP,2011-294079
2011-270433001,Mampingeni SP,2011-270433
2011-284244001,Mampingeni SP,2011-284244
2011-282137001,Mampingeni SP,2011-282137
2011-295002001,Mampola SP,2011-295002
2011-296171002,Mampondomiseni,2011-296171
2011-296118001,Mampondomiseni SP,2011-296118
2011-292177002,Mampondomiseni SP1,2011-292177
2011-292177001,Mampondomiseni SP2,2011-292177
2011-270213001,Mampondweni SP,2011-270213
2011-282080001,Mampondweni SP,2011-282080
2011-284237001,Mampondweni SP,2011-284237
2011-291136001,Mampube SP,2011-291136
2011-199001001,Mamre SP,2011-199001
2011-968024001,Mamuhoyi SP,2011-968024
2011-671004001,Mamusa [Schweizer-Reneke],2011-671004
2011-671002001,Mamusa [Schweizer-Reneke]  NU,2011-671002
2011-297345001,Mamvunyelwa SP,2011-297345
2011-860016001,Manaar SP,2011-860016
2011-506051008,Manaba Beach,2011-506051
2011-976064001,Manaileng SP,2011-976064
2011-969009004,Manaka,2011-969009
2011-270513004,Manaleni,2011-270513
2011-294016001,Manaleni SP,2011-294016
2011-664046001,Manamakhotheng SP,2011-664046
2011-985130002,Manamane,2011-985130
2011-966193001,Manamane SP,2011-966193
2011-968050001,Maname SP,2011-968050
2011-966063001,Maname SP,2011-966063
2011-664061001,Manamela SP,2011-664061
2011-666021001,Manamolele SP,2011-666021
2011-876056001,Mananga SP,2011-876056
2011-270296001,Manangeni SP,2011-270296
2011-983054001,Manapsane SP,2011-983054
2011-295083001,Manase SP,2011-295083
2011-968122003,Manashi,2011-968122
2011-968091002,Manavhela,2011-968091
2011-987121001,Manawaneng SP,2011-987121
2011-294220001,Mancam SP,2011-294220
2011-599180002,Mancane,2011-599180
2011-291203001,Mancu SP,2011-291203
2011-293038001,Mancuseni SP,2011-293038
2011-542092001,Mandaba SP,2011-542092
2011-542064001,Mandabe SP,2011-542064
2011-966104001,Mandala SP,2011-966104
2011-199039001,Mandalay,2011-199039
2011-589048001,Mandawe SP,2011-589048
2011-286214001,Mandeira,2011-286214
2011-985044002,Mandela,2011-985044
2011-766003001,Mandela,2011-766003
2011-296090001,Mandela,2011-296090
2011-867001007,Mandela,2011-867001
2011-167001004,Mandela City,2011-167001
2011-867001011,Mandela Ext 2,2011-867001
2011-280001008,Mandela Park,2011-280001
2011-961096004,Mandela Park,2011-961096
2011-276008002,Mandela Park,2011-276008
2011-469009009,Mandela Park,2011-469009
2011-867004006,Mandela Park,2011-867004
2011-199038020,Mandela Park,2011-199038
2011-272028001,Mandela Park  SP,2011-272028
2011-667070001,Mandela Park SP,2011-667070
2011-666016001,Mandela Park SP,2011-666016
2011-294038001,Mandela Park SP,2011-294038
2011-866011005,Mandela Section,2011-866011
2011-765002004,Mandela Section,2011-765002
2011-272013001,Mandela SP,2011-272013
2011-168006001,Mandela Square,2011-168006
2011-383008001,Mandela Square,2011-383008
2011-374004001,Mandela Square,2011-374004
2011-169001004,Mandela Square,2011-169001
2011-499023051,Mandela View,2011-499023
2011-299003014,Mandela village,2011-299003
2011-799011001,Mandela Village SP,2011-799011
2011-299003013,Mandelaville,2011-299003
2011-591014001,Mandeni NU,2011-591014
2011-591013002,Mandeni SP,2011-591013
2011-295033001,Manderstone SP,2011-295033
2011-591017013,Mandige,2011-591017
2011-296095002,Mandileni,2011-296095
2011-296102001,Mandileni A SP,2011-296102
2011-296083001,Mandileni B SP,2011-296083
2011-296101001,Mandileni C SP,2011-296101
2011-296149001,Mandileni D SP,2011-296149
2011-294140001,Mandileni SP,2011-294140
2011-292220001,Mandileni SP,2011-292220
2011-295288001,Mandileni SP,2011-295288
2011-298137001,Mandiliva SP,2011-298137
2011-968025001,Mandiwana SP,2011-968025
2011-599130001,Mandlakazi B SP,2011-599130
2011-546040001,Mandlakazi SP,2011-546040
2011-294351001,Mandlakuveni SP,2011-294351
2011-284425001,Mandlaneni A SP,2011-284425
2011-294127001,Mandlaneni A SP,2011-294127
2011-284318001,Mandlaneni B SP,2011-284318
2011-294195001,Mandlaneni B SP,2011-294195
2011-282126001,Mandlaneni SP,2011-282126
2011-283078001,Mandlaneni SP,2011-283078
2011-294267001,Mandlantsha SP,2011-294267
2011-588037001,Mandlanzini SP,2011-588037
2011-538011006,Mandlazini,2011-538011
2011-597015001,Mandlekazi SP,2011-597015
2011-292299001,Mandleni SP,2011-292299
2011-294031001,Mandleni SP,2011-294031
2011-962045001,Mandlhakazi SP,2011-962045
2011-297350001,Mandlobe SP,2011-297350
2011-294143001,Mandlovini B SP,2011-294143
2011-294248001,Mandlovini SP,2011-294248
2011-292195001,Mandlovini SP2,2011-292195
2011-542072001,Mandlozi SP,2011-542072
2011-271371001,Mandluntsha SP,2011-271371
2011-576092001,Mandulane SP,2011-576092
2011-292126001,Mandulwini SP,2011-292126
2011-293108001,Mandyimba SP,2011-293108
2011-581059001,Manekwane SP,2011-581059
2011-966186001,Manele SP,2011-966186
2011-587012001,Manembeni SP,2011-587012
2011-199029032,Manenberg,2011-199029
2011-294330001,Manfengwini SP,2011-294330
2011-987125001,Mangabane SP,2011-987125
2011-985038001,Manganeng SP,2011-985038
2011-973025001,Mangate SP,2011-973025
2011-290126001,Mangatini SP,2011-290126
2011-499002001,Mangaung NU,2011-499002
2011-499024012,Mangaung SP,2011-499024
2011-472031001,Mangaung SP,2011-472031
2011-965094001,Mangaya SP,2011-965094
2011-292006001,Mangcwanguleni SP,2011-292006
2011-281024001,Mangena SP,2011-281024
2011-294355001,Mangeni SP,2011-294355
2011-598023001,Mangeni SP,2011-598023
2011-591017014,Mangeza,2011-591017
2011-538015024,Mangeze,2011-538015
2011-293188001,Mangezimeni SP,2011-293188
2011-968084002,Mangilasi/Tshivhazwaulu,2011-968084
2011-271097001,Mangobomvu A SP,2011-271097
2011-271245001,Mangobomvu B SP,2011-271245
2011-299007067,Mangold Park,2011-299007
2011-286020001,Mangoloaneg East,2011-286020
2011-286023001,Mangoloaneng SP,2011-286023
2011-295255001,Mangoloaneni SP,2011-295255
2011-286018001,Mangolong,2011-286018
2011-295221001,Mangolong SP,2011-295221
2011-294309001,Mangolotini SP,2011-294309
2011-293294001,Mangolweni SP,2011-293294
2011-297351001,Mangomani SP,2011-297351
2011-966147001,Mangondi A SP,2011-966147
2011-966088001,Mangondi B SP,2011-966088
2011-271142001,Mangondini SP,2011-271142
2011-293263001,Mangonkone SP,2011-293263
2011-661037008,Mangopeng,2011-661037
2011-591019001,Mangqakaza SP,2011-591019
2011-270086001,Mangqamra SP,2011-270086
2011-270189001,Mangqileni SP,2011-270189
2011-290067001,Mangquzu SP,2011-290067
2011-968130006,Mangulwani,2011-968130
2011-582029003,Manguzi A,2011-582029
2011-582029001,Manguzi B,2011-582029
2011-582029002,Manguzi Forest Reserve,2011-582029
2011-594002002,Mangwaneni,2011-594002
2011-293095001,Mangwaneni SP,2011-293095
2011-571055001,Mangwaneni SP,2011-571055
2011-292024001,Mangwaneni SP1,2011-292024
2011-292024002,Mangwaneni SP2,2011-292024
2011-985126001,Mangwanyana SP,2011-985126
2011-877141001,Mangwati SP,2011-877141
2011-583081001,Mangwazane SP,2011-583081
2011-965114001,Mangwele SP,2011-965114
2011-271271001,Mangweni A SP,2011-271271
2011-282155001,Mangweni A SP,2011-282155
2011-283022001,Mangweni A SP,2011-283022
2011-283199001,Mangweni B SP,2011-283199
2011-271358001,Mangweni B SP,2011-271358
2011-962079001,Mangweni SP,2011-962079
2011-270199001,Mangweni SP,2011-270199
2011-290192001,Mangweni SP,2011-290192
2011-876039001,Mangweni SP,2011-876039
2011-282313001,Mangweni SP,2011-282313
2011-270314001,Mangweveni SP,2011-270314
2011-283196001,Mangweveni SP,2011-283196
2011-294337001,Mangwevini SP,2011-294337
2011-293144001,Mangxamfu SP,2011-293144
2011-282144001,Mangxongweni SP,2011-282144
2011-284208001,Mangxongweni SP,2011-284208
2011-583044001,Manhlali SP,2011-583044
2011-580179001,Manhlanhla SP,2011-580179
2011-199016084,Maniesoord,2011-199016
2011-573032001,Manjokweni SP,2011-573032
2011-593007001,Manjonjweni SP,2011-593007
2011-293236001,Manka SP,2011-293236
2011-664021001,Mankaipaya SP,2011-664021
2011-589140001,Mankayiyana SP,2011-589140
2011-589116001,Mankentshaneni SP,2011-589116
2011-974115001,Mankgaile SP,2011-974115
2011-661005001,Mankgekgetha SP,2011-661005
2011-292331001,Mankozi SP,2011-292331
2011-589023001,Mankumbu SP,2011-589023
2011-589063001,Mankunzana  SP,2011-589063
2011-587025001,Mankwathini SP,2011-587025
2011-974084005,Mankweng Unit A,2011-974084
2011-974084004,Mankweng Unit B,2011-974084
2011-974084003,Mankweng Unit C,2011-974084
2011-974084007,Mankweng Unit E,2011-974084
